// First input is milliseconds from start of song, second is the position of note (0-3), new line is a new note, use // for comments. nonprintable
// Use keyword "nonprintable" to have the comment not print to the console.
64,192,6966,5,0,0:0:0:0:
64,192,7049,1,0,0:0:0:0:
64,192,7132,1,0,0:0:0:0:
448,192,7299,128,0,8131:0:0:0:0:
320,192,7465,1,0,0:0:0:0:
192,192,7548,1,0,0:0:0:0:
64,192,7632,1,0,0:0:0:0:
320,192,7798,1,0,0:0:0:0:
64,192,7965,1,0,0:0:0:0:
64,192,8131,1,0,0:0:0:0:
448,192,8298,1,0,0:0:0:0:
448,192,8381,1,0,0:0:0:0:
448,192,8464,1,0,0:0:0:0:
64,192,8631,128,0,9463:0:0:0:0:
448,192,8797,1,0,0:0:0:0:
320,192,8881,1,0,0:0:0:0:
192,192,8964,1,0,0:0:0:0:
448,192,9130,1,0,0:0:0:0:
448,192,9214,1,0,0:0:0:0:
192,192,9297,1,0,0:0:0:0:
192,192,9463,1,0,0:0:0:0:
320,192,9630,1,0,0:0:0:0:
320,192,9713,1,0,0:0:0:0:
320,192,9796,1,0,0:0:0:0:
192,192,9963,128,0,10796:0:0:0:0:
320,192,10130,1,0,0:0:0:0:
320,192,10213,1,0,0:0:0:0:
64,192,10296,1,0,0:0:0:0:
64,192,10463,1,0,0:0:0:0:
448,192,10629,1,0,0:0:0:0:
448,192,10796,1,0,0:0:0:0:
64,192,10962,1,0,0:0:0:0:
320,192,10962,1,0,0:0:0:0:
192,192,11045,1,0,0:0:0:0:
320,192,11129,1,0,0:0:0:0:
64,192,11129,1,0,0:0:0:0:
448,192,11212,1,0,0:0:0:0:
192,192,11212,1,0,0:0:0:0:
320,192,11295,1,0,0:0:0:0:
192,192,11378,1,0,0:0:0:0:
448,192,11378,1,0,0:0:0:0:
64,192,11462,1,0,0:0:0:0:
320,192,11462,1,0,0:0:0:0:
192,192,11545,1,0,0:0:0:0:
320,192,11628,1,0,0:0:0:0:
64,192,11628,1,0,0:0:0:0:
448,192,11712,1,0,0:0:0:0:
192,192,11712,1,0,0:0:0:0:
320,192,11795,1,0,0:0:0:0:
192,192,11878,1,0,0:0:0:0:
448,192,11878,1,0,0:0:0:0:
64,192,11961,1,0,0:0:0:0:
320,192,11961,1,0,0:0:0:0:
192,192,12045,1,0,0:0:0:0:
320,192,12128,1,0,0:0:0:0:
64,192,12128,1,0,0:0:0:0:
448,192,12211,1,0,0:0:0:0:
192,192,12211,1,0,0:0:0:0:
64,192,12294,1,0,0:0:0:0:
192,192,12294,1,0,0:0:0:0:
448,192,12294,1,0,0:0:0:0:
320,192,12294,1,0,0:0:0:0:
192,192,12378,1,0,0:0:0:0:
320,192,12378,1,0,0:0:0:0:
192,192,12461,1,0,0:0:0:0:
320,192,12461,1,0,0:0:0:0:
64,192,12627,1,0,0:0:0:0:
320,192,12627,1,0,0:0:0:0:
448,192,12627,1,0,0:0:0:0:
192,192,12627,1,0,0:0:0:0:
64,192,12794,1,0,0:0:0:0:
192,192,12794,1,0,0:0:0:0:
192,192,12877,1,0,0:0:0:0:
64,192,12877,1,0,0:0:0:0:
320,192,12961,1,0,0:0:0:0:
448,192,12961,1,0,0:0:0:0:
320,192,13127,1,0,0:0:0:0:
448,192,13127,1,0,0:0:0:0:
64,192,13294,1,0,0:0:0:0:
320,192,13294,1,0,0:0:0:0:
192,192,13460,1,0,0:0:0:0:
448,192,13460,1,0,0:0:0:0:
320,192,13627,1,0,0:0:0:0:
448,192,13627,1,0,0:0:0:0:
320,192,13710,1,0,0:0:0:0:
448,192,13710,1,0,0:0:0:0:
192,192,13793,1,0,0:0:0:0:
64,192,13793,1,0,0:0:0:0:
448,192,13960,1,0,0:0:0:0:
192,192,13960,1,0,0:0:0:0:
320,192,14126,1,0,0:0:0:0:
64,192,14126,1,0,0:0:0:0:
64,192,14209,1,0,0:0:0:0:
320,192,14209,1,0,0:0:0:0:
192,192,14293,1,0,0:0:0:0:
448,192,14293,1,0,0:0:0:0:
64,192,14459,1,0,0:0:0:0:
320,192,14459,1,0,0:0:0:0:
320,192,14543,1,0,0:0:0:0:
64,192,14543,1,0,0:0:0:0:
64,192,14626,1,0,0:0:0:0:
192,192,14626,1,0,0:0:0:0:
320,192,14626,1,0,0:0:0:0:
192,192,14792,1,0,0:0:0:0:
320,192,14792,1,0,0:0:0:0:
448,192,14792,1,0,0:0:0:0:
64,192,14959,1,0,0:0:0:0:
192,192,14959,1,0,0:0:0:0:
448,192,14959,1,0,0:0:0:0:
320,192,14959,1,0,0:0:0:0:
192,192,15042,1,0,0:0:0:0:
320,192,15042,1,0,0:0:0:0:
192,192,15125,1,0,0:0:0:0:
320,192,15125,1,0,0:0:0:0:
448,192,15292,128,0,16125:0:0:0:0:
320,192,15458,1,0,0:0:0:0:
320,192,15542,1,0,0:0:0:0:
64,192,15625,1,0,0:0:0:0:
192,192,15625,1,0,0:0:0:0:
320,192,15625,1,0,0:0:0:0:
64,192,15791,1,0,0:0:0:0:
320,192,15791,1,0,0:0:0:0:
192,192,15958,1,0,0:0:0:0:
64,192,16125,1,0,0:0:0:0:
320,192,16125,1,0,0:0:0:0:
64,192,16291,1,0,0:0:0:0:
192,192,16291,1,0,0:0:0:0:
320,192,16291,1,0,0:0:0:0:
448,192,16291,1,0,0:0:0:0:
192,192,16374,1,0,0:0:0:0:
320,192,16458,1,0,0:0:0:0:
448,192,16541,1,0,0:0:0:0:
448,192,16624,1,0,0:0:0:0:
320,192,16624,1,0,0:0:0:0:
192,192,16624,1,0,0:0:0:0:
64,192,16624,1,0,0:0:0:0:
448,192,16707,1,0,0:0:0:0:
320,192,16791,1,0,0:0:0:0:
192,192,16874,1,0,0:0:0:0:
64,192,16957,1,0,0:0:0:0:
192,192,16957,1,0,0:0:0:0:
320,192,16957,1,0,0:0:0:0:
448,192,16957,1,0,0:0:0:0:
64,192,17040,1,0,0:0:0:0:
192,192,17124,1,0,0:0:0:0:
320,192,17207,1,0,0:0:0:0:
64,192,17290,128,0,17540:0:0:0:0:
192,192,17290,128,0,17540:0:0:0:0:
320,192,17290,128,0,17540:0:0:0:0:
448,192,17290,128,0,17540:0:0:0:0:
64,192,17623,1,0,0:0:0:0:
192,192,17623,1,0,0:0:0:0:
320,192,17623,1,0,0:0:0:0:
448,192,17623,1,0,0:0:0:0:
448,192,17956,128,0,17998:0:0:0:0:
